Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa, Porcentaje de las empresas que tienen un área encargada de las TIC , GOBERNANZA , Porcentaje de las empresas que tienen presupuesto para las TIC , Porcentaje del presupuesto total asignado a las TIC , PRESUPUESTO , Porcentaje de las empresas que invierten en capacitar al personal , Porcentaje de las empresas que considera que es importante que su empresa domine las TIC , CAPACITIACIÓN , Porcentaje de las empresas que cuentan con un protocolo para dar respuesta a incidentes digitales , Porcentaje de las empresas que han estimado los costos de incidentes digitales , Porcentaje de las empresas que tienen un área encargada de la seguridad informática , SEGURIDAD , Porcentaje de las empresas que consideran que el acceso a las TIC es importante , Porcentaje de las empresas que han realizado innovaciones en su empresa usando las TIC , INNOVACIÓN , Calculo del Indice 
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Educación,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Educación,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Educación,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Educación,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Total,  47.7 ,  47.7 ,  56.5 ,  26.9 ,  47.6 ,  39.0 ,  90.7 ,  59.7 ,  30.9 ,  13.6 ,  26.2 ,  26.0 ,  86.4 ,  46.1 ,  62.2 ,  48.6 
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Micros,  31.7 ,  31.7 ,  42.3 ,  23.6 ,  36.7 ,  21.2 ,  83.8 ,  46.3 ,  14.7 ,  7.3 ,  13.2 ,  12.8 ,  78.6 ,  29.6 ,  49.2 ,  35.3 
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Pymes,  64.0 ,  64.0 ,  75.4 ,  31.3 ,  62.2 ,  60.4 ,  100.0 ,  76.2 ,  54.5 ,  23.0 ,  43.8 ,  45.0 ,  96.2 ,  69.7 ,  80.3 ,  65.5 
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Total,Total,Total,Total,  29.8 ,  29.8 ,  14.1 ,  8.1 ,  12.3 ,  17.9 ,  58.6 ,  34.2 ,  9.8 ,  2.1 ,  11.7 ,  8.8 ,  58.9 ,  13.9 ,  31.9 ,  23.4 
2017,Antioquia,Total,Total,Total,Micros,  22.8 ,  22.8 ,  9.2 ,  6.2 ,  8.3 ,  11.7 ,  53.1 ,  28.3 ,  7.4 ,  1.5 ,  8.7 ,  6.6 ,  50.9 ,  9.2 ,  25.9 ,  18.4 
2017,Antioquia,Total,Total,Total,Pymes,  38.4 ,  38.4 ,  25.5 ,  13.6 ,  21.9 ,  30.7 ,  66.8 ,  45.1 ,  10.4 ,  2.6 ,  14.5 ,  10.1 ,  71.2 ,  21.6 ,  41.4 ,  31.4 
2017,Antioquia,Total,Total,Total,Grandes,  71.7 ,  71.7 ,  19.2 ,  4.8 ,  14.9 ,  31.4 ,  84.7 ,  52.7 ,  34.4 ,  7.0 ,  34.4 ,  28.9 ,  94.4 ,  33.2 ,  57.7 ,  45.2 
2017,Antioquia,Sector Primario,Total,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Total,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Minas y canteras,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Minas y canteras,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Minas y canteras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Primario,Minas y canteras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Total,Total,Total,  43.5 ,  43.5 ,  21.6 ,  11.7 ,  18.6 ,  33.0 ,  66.6 ,  46.4 ,  18.5 ,  3.8 ,  19.2 ,  15.8 ,  76.0 ,  15.2 ,  39.5 ,  32.8 
2017,Antioquia,Sector Secundario,Total,Total,Micros,  23.2 ,  23.2 ,  12.2 ,  7.4 ,  10.7 ,  25.6 ,  57.7 ,  38.5 ,  10.2 ,  -   ,  10.2 ,  8.2 ,  59.7 ,  10.5 ,  30.2 ,  22.1 
2017,Antioquia,Sector Secundario,Total,Total,Pymes,  39.6 ,  39.6 ,  24.6 ,  16.7 ,  22.3 ,  30.7 ,  64.8 ,  44.4 ,  1.4 ,  -   ,  12.1 ,  4.3 ,  83.8 ,  7.3 ,  37.9 ,  29.7 
2017,Antioquia,Sector Secundario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Total,  55.1 ,  55.1 ,  22.2 ,  9.6 ,  18.5 ,  37.7 ,  77.1 ,  53.5 ,  23.9 ,  5.0 ,  25.0 ,  20.4 ,  91.4 ,  16.7 ,  46.6 ,  38.8 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Micros,  38.5 ,  38.5 ,  20.1 ,  12.2 ,  17.8 ,  31.9 ,  88.6 ,  54.6 ,  16.9 ,  -   ,  16.9 ,  13.5 ,  91.8 ,  10.3 ,  42.9 ,  33.4 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Pymes,  46.6 ,  46.6 ,  18.6 ,  9.3 ,  15.8 ,  33.8 ,  64.8 ,  46.2 ,  -   ,  -   ,  14.5 ,  4.3 ,  94.9 ,  6.0 ,  41.6 ,  30.9 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,  55.1 ,  55.1 ,  22.2 ,  9.6 ,  18.5 ,  37.7 ,  77.1 ,  53.5 ,  23.9 ,  5.0 ,  25.0 ,  20.4 ,  91.4 ,  16.7 ,  46.6 ,  38.8 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,  38.5 ,  38.5 ,  20.1 ,  12.2 ,  17.8 ,  31.9 ,  88.6 ,  54.6 ,  16.9 ,  -   ,  16.9 ,  13.5 ,  91.8 ,  10.3 ,  42.9 ,  33.4 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,  46.6 ,  46.6 ,  18.6 ,  9.3 ,  15.8 ,  33.8 ,  64.8 ,  46.2 ,  -   ,  -   ,  14.5 ,  4.3 ,  94.9 ,  6.0 ,  41.6 ,  30.9 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Construccion,Total,Total,  9.6 ,  9.6 ,  19.6 ,  17.7 ,  19.0 ,  19.0 ,  36.3 ,  25.9 ,  2.6 ,  -   ,  2.6 ,  2.1 ,  30.9 ,  10.8 ,  18.9 ,  15.1 
2017,Antioquia,Sector Secundario,Construccion,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Construccion,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Secundario,Construccion,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Total,Total,Total,  28.1 ,  28.1 ,  13.2 ,  7.7 ,  11.5 ,  16.0 ,  57.6 ,  32.7 ,  8.7 ,  1.9 ,  10.8 ,  8.0 ,  56.7 ,  13.8 ,  30.9 ,  22.2 
2017,Antioquia,Sector Terciario,Total,Total,Micros,  22.8 ,  22.8 ,  9.0 ,  6.2 ,  8.2 ,  10.9 ,  52.9 ,  27.7 ,  7.2 ,  1.6 ,  8.6 ,  6.5 ,  50.4 ,  9.1 ,  25.6 ,  18.2 
2017,Antioquia,Sector Terciario,Total,Total,Pymes,  38.1 ,  38.1 ,  25.7 ,  12.9 ,  21.8 ,  30.7 ,  67.3 ,  45.3 ,  12.5 ,  3.2 ,  15.1 ,  11.4 ,  68.2 ,  25.0 ,  42.3 ,  31.8 
2017,Antioquia,Sector Terciario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Comercio,Total,Total,  24.0 ,  24.0 ,  9.7 ,  5.5 ,  8.4 ,  14.0 ,  49.8 ,  28.4 ,  5.5 ,  1.0 ,  6.0 ,  4.8 ,  51.5 ,  9.4 ,  26.2 ,  18.3 
2017,Antioquia,Sector Terciario,Comercio,Total,Micros,  20.6 ,  20.6 ,  7.0 ,  4.5 ,  6.3 ,  10.7 ,  49.0 ,  26.0 ,  6.3 ,  1.3 ,  6.6 ,  5.4 ,  47.3 ,  7.6 ,  23.5 ,  16.4 
2017,Antioquia,Sector Terciario,Comercio,Total,Pymes,  37.7 ,  37.7 ,  21.9 ,  10.2 ,  18.4 ,  28.8 ,  53.0 ,  38.5 ,  2.8 ,  -   ,  4.2 ,  2.7 ,  64.1 ,  17.9 ,  36.3 ,  26.7 
2017,Antioquia,Sector Terciario,Comercio,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Total,Total,  36.8 ,  36.8 ,  20.5 ,  12.1 ,  18.0 ,  20.2 ,  73.9 ,  41.7 ,  15.3 ,  3.9 ,  20.7 ,  14.6 ,  67.6 ,  22.9 ,  40.8 ,  30.4 
2017,Antioquia,Sector Terciario,Servicios,Total,Micros,  29.2 ,  29.2 ,  14.8 ,  10.9 ,  13.7 ,  11.7 ,  64.3 ,  32.7 ,  9.8 ,  2.8 ,  14.3 ,  9.7 ,  59.6 ,  13.6 ,  32.0 ,  23.5 
2017,Antioquia,Sector Terciario,Servicios,Total,Pymes,  38.5 ,  38.5 ,  29.9 ,  15.9 ,  25.7 ,  32.8 ,  83.0 ,  52.9 ,  23.2 ,  6.8 ,  27.1 ,  21.1 ,  72.7 ,  33.0 ,  48.9 ,  37.4 
2017,Antioquia,Sector Terciario,Servicios,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Educación,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
