Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Proporcion de las empresas que usan computador/laptop,Proporcion de las empresas que usan tablets o telefonos inteligentes,Proporcion de las empresa que usan internet,Proporcion de las empresas que se conectan a internet a traves de red contratada,Proporcion de las empresas con intranet,Proporcion de las empresas con LAN,Proporcion de las empresas con extranet, Infraestructura ,Porcentaje de los empleados q usan internet para sus labores,Porcentaje de las empresas que usan internet para email,Porcentaje de las empresas que usan internet para Voip,Porcentaje de las empresas que usan internet para mensaje,Porcentaje de las empresas que usan internet para capacitacion, Procesamiento ,Porcentaje de los negocios que usan internet para obtener informacion sobre bienes y servicios,Porcentaje de los negocios que usan internet para obtener informacion sobre el gobierno,"Porcentaje de los negocios que usan internet para interactuar (tramites, PQR) con el gobierno",Porcentaje de los negocios que usan internet para acceso a bancos,Porcentaje de los negocios que usan internet para compras,Porcentaje de las compras realizadas a traves de comercio electronico,Porcentaje de las empresas q realizan los pagos a proveedores o colaboradores a traves de internet,Porcentaje de las empresas que usan internet para contratar empleados,Facilidad para acceder a presonas capacitadas (4 o 5), Insumos ,Porcentaje de los negocios que usan internet para atencion a los clientes,Porcentaje de los negocios que usan internet para ventas,Porcentaje de las VENTAS realizadas a traves de comercio electronico sobre valor de ventas,Porcentaje de los negocios que reciben ordenes por internet,Porcentaje de los negocios que distribuyen productos en linea,Porcentaje de distribucion fisico vs digital,Porcentaje de empresas con medios de pago electronico para los clientes,Porcentaje de las empresas que tiene pagina WEB,Porcentaje de las empresas que tiene presencia en redes sociales,Porcentaje delas empresas que tienen aplicaciones moviles, Distribucion , Calculo del Indice 
2015,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,90%,56%,82%,71%,26%,27%,24%,60,32%,67%,11%,42%,11%,32,43%,40%,17%,31%,24%,22%,8%,11%,11%,24,51%,7%,6%,8%,8%,8%,30%,41%,28%,10%,19,34
2015,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,87%,50%,78%,63%,21%,21%,21%,  56 ,31%,62%,8%,39%,8%,  29 ,39%,41%,13%,26%,24%,24%,8%,8%,8%,  22 ,47%,7%,7%,7%,6%,6%,32%,31%,28%,11%,  17 ,  31 
2015,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,100%,86%,100%,100%,33%,33%,33%,  77 ,31%,80%,10%,50%,10%,  34 ,50%,12%,11%,33%,15%,15%,10%,10%,10%,  20 ,60%,1%,1%,1%,8%,8%,17%,88%,17%,3%,  19 ,  38 
2015,Total,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,99%,67%,99%,99%,86%,99%,42%,  86 ,53%,99%,71%,62%,74%,  71 ,97%,94%,88%,98%,62%,9%,10%,68%,74%,  65 ,91%,33%,7%,54%,40%,40%,45%,71%,71%,14%,  46 ,  67 
2015,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,96%,60%,95%,65%,22%,22%,22%,  63 ,31.00%,76%,10%,48%,10%,  33 ,48%,29%,18%,32%,41%,41%,10%,10%,10%,  29 ,57%,22%,22%,22%,7%,7%,23%,53%,37%,10%,  27 ,  38 
2015,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,99%,74%,100%,100%,91%,99%,59%,  89 ,79%,100%,88%,63%,82%,  84 ,100%,96%,94%,99%,75%,8%,10%,77%,82%,  69 ,91%,18%,3%,52%,37%,37%,45%,85%,85%,17%,  44 ,  72 
2015,Total,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,Educación,Total,97%,60%,95%,84%,31%,31%,31%,68,34%,77%,14%,48%,13%,36,50%,54%,11%,35%,13%,9%,9%,13%,13%,23,59%,32%,29%,32%,11%,11%,41%,72%,71%,31%,38,41
2015,Total,Sector Terciario,Servicios,Educación,Micros,96%,66%,93%,80%,27%,27%,27%,  67 ,31%,75%,9%,47%,9%,  33 ,47%,46%,7%,31%,9%,9%,9%,9%,9%,  20 ,56%,34%,34%,34%,7%,7%,48%,65%,64%,31%,  38 ,  39 
2015,Total,Sector Terciario,Servicios,Educación,Pymes,100%,24%,100%,100%,33%,33%,33%,  65 ,31%,80%,10%,50%,10%,  34 ,50%,82%,6%,33%,5%,5%,10%,10%,10%,  22 ,60%,3%,3%,3%,8%,8%,0%,97%,99%,36%,  25 ,  37 
2015,Total,Sector Terciario,Servicios,Educación,Grandes,100%,75%,100%,100%,96%,100%,84%,  93 ,96%,100%,95%,63%,90%,  92 ,100%,100%,99%,100%,96%,17%,10%,82%,90%,  76 ,98%,79%,23%,87%,87%,87%,49%,100%,100%,20%,  75 ,  84 
2015,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,90%,32%,88%,66%,25%,25%,23%,56,33%,71%,13%,45%,12%,34,46%,41%,20%,33%,35%,31%,9%,12%,12%,28,54%,6%,5%,8%,8%,8%,47%,38%,32%,24%,21,35
2015,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,87%,25%,85%,58%,19%,19%,19%,  51 ,31%,68%,9%,43%,9%,  31 ,43%,39%,13%,28%,34%,34%,9%,9%,9%,  26 ,51%,1%,1%,1%,7%,7%,45%,32%,24%,22%,  17 ,  31 
2015,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,98%,63%,98%,97%,32%,32%,32%,  71 ,31%,78%,10%,49%,10%,  34 ,49%,30%,29%,33%,26%,26%,10%,10%,10%,  26 ,59%,28%,28%,28%,8%,8%,59%,52%,58%,37%,  36 ,  42 
2015,Total,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,100%,62%,100%,100%,94%,100%,60%,  88 ,77%,100%,89%,63%,83%,  84 ,97%,98%,94%,98%,77%,12%,10%,72%,83%,  70 ,90%,21%,3%,55%,35%,35%,45%,88%,88%,18%,  46 ,  72 
2015,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,76%,47%,56%,37%,12%,12%,12%,  43 ,31%,45%,6%,28%,6%,  24 ,28%,18%,0%,19%,4%,4%,6%,6%,6%,  11 ,34%,1%,1%,1%,4%,4%,32%,49%,49%,0%,  15 ,  23 
2015,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,70%,46%,46%,22%,7%,7%,7%,  37 ,31%,37%,5%,23%,5%,  21 ,23%,10%,0%,15%,4%,4%,5%,5%,5%,  9 ,27%,1%,1%,1%,4%,4%,39%,37%,37%,0%,  13 ,  20 
2015,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,100%,48%,100%,100%,33%,33%,33%,  70 ,31%,80%,10%,50%,10%,  34 ,50%,48%,1%,33%,1%,1%,10%,10%,10%,  18 ,60%,0%,0%,0%,8%,8%,2%,99%,98%,0%,  22 ,  36 
2015,Total,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Total,Sector Terciario,Servicios,Otros servicios,Total,62%,43%,59%,37%,15%,16%,13%,41,33%,48%,10%,30%,10%,26,32%,20%,21%,23%,27%,25%,6%,8%,10%,21,38%,7%,6%,9%,6%,6%,19%,31%,44%,7%,16,26
2015,Total,Sector Terciario,Servicios,Otros servicios,Micros,54%,39%,51%,31%,10%,10%,10%,  35 ,31%,41%,5%,26%,5%,  22 ,26%,17%,12%,17%,23%,23%,5%,5%,5%,  16 ,31%,6%,6%,6%,4%,4%,13%,19%,35%,7%,  12 ,  21 
2015,Total,Sector Terciario,Servicios,Otros servicios,Pymes,90%,53%,89%,52%,17%,17%,17%,  57 ,31%,71%,9%,44%,9%,  32 ,44%,12%,43%,30%,41%,41%,9%,9%,9%,  29 ,53%,7%,7%,7%,7%,7%,44%,81%,76%,4%,  26 ,  36 
2015,Total,Sector Terciario,Servicios,Otros servicios,Grandes,100%,87%,100%,100%,87%,100%,52%,  91 ,71%,100%,87%,63%,83%,  81 ,100%,100%,91%,96%,65%,16%,10%,61%,83%,  67 ,100%,17%,3%,48%,39%,39%,50%,83%,83%,17%,  45 ,  71 
2015,Region Atlantico,Total,Total,Total,Total,55%,50%,45%,34%,14%,15%,12%,37,12%,37%,8%,23%,8%,17,25%,16%,12%,18%,13%,10%,5%,7%,8%,13,29%,7%,6%,9%,5%,5%,14%,15%,18%,6%,11,19
2015,Region Atlantico,Total,Total,Total,Micros,47%,46%,39%,27%,9%,9%,9%,  32 ,10%,31%,4%,20%,4%,  13 ,20%,8%,4%,13%,9%,9%,4%,4%,4%,  9 ,24%,6%,6%,6%,3%,3%,8%,7%,11%,6%,  8 ,  15 
2015,Region Atlantico,Total,Total,Total,Pymes,84%,61%,  0.56 ,51%,17%,17%,17%,  50 ,10%,45%,6%,28%,6%,  17 ,28%,29%,30%,19%,12%,12%,6%,6%,6%,  16 ,34%,7%,7%,7%,4%,4%,34%,34%,34%,1%,  16 ,  25 
2015,Region Atlantico,Total,Total,Total,Grandes,99%,71%,99%,99%,89%,99%,40%,  86 ,59%,99%,79%,62%,75%,  74 ,98%,95%,89%,98%,70%,11%,10%,64%,75%,  67 ,85%,29%,8%,62%,35%,35%,42%,79%,79%,16%,  46 ,  68 
2015,Region Atlantico,Sector Primario,Total,Total,Total,27%,26%,10%,3%,1%,1%,1%,  13 ,10%,8%,1%,5%,1%,  6 ,5%,0%,0%,3%,0%,0%,1%,1%,1%,  2 ,6%,24%,24%,24%,1%,1%,1%,1%,0%,0%,  12 ,  8 
2015,Region Atlantico,Sector Primario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Total,27%,26%,10%,3%,1%,1%,1%,  13 ,10%,8%,1%,5%,1%,  6 ,5%,0%,0%,3%,0%,0%,1%,1%,1%,  2 ,6%,24%,24%,24%,1%,1%,1%,1%,0%,0%,  12 ,  8 
2015,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Total,Total,Total,49%,62%,42%,27%,12%,12%,10%,37,23%,34%,8%,21%,7%,19,23%,24%,23%,17%,15%,12%,4%,7%,7%,15,27%,10%,9%,12%,5%,5%,22%,16%,31%,11%,14,21
2015,Region Atlantico,Sector Secundario,Total,Total,Micros,39%,59%,33%,15%,5%,5%,5%,  29 ,22%,26%,3%,16%,3%,  15 ,16%,14%,13%,11%,11%,11%,3%,3%,3%,  10 ,20%,10%,10%,10%,3%,3%,13%,5%,21%,13%,  11 ,  16 
2015,Region Atlantico,Sector Secundario,Total,Total,Pymes,82%,74%,73%,64%,21%,21%,21%,  59 ,22%,58%,7%,36%,7%,  25 ,36%,54%,54%,24%,18%,18%,7%,7%,7%,  24 ,44%,0%,0%,0%,6%,6%,63%,45%,62%,0%,  19 ,  32 
2015,Region Atlantico,Sector Secundario,Total,Total,Grandes,100%,77%,99%,99%,98%,100%,49%,  90 ,48%,99%,87%,62%,75%,  73 ,98%,99%,93%,98%,79%,10%,10%,64%,75%,  69 ,88%,32%,12%,77%,43%,43%,44%,98%,98%,20%,  54 ,  72 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Total,Total,45%,64%,40%,20%,10%,10%,8%,34,23%,33%,8%,21%,7%,19,22%,16%,15%,16%,16%,12%,4%,7%,7%,13,25%,11%,10%,13%,5%,5%,14%,8%,29%,11%,13,20
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Total,Micros,35%,65%,31%,11%,4%,4%,4%,  28 ,22%,24%,3%,15%,3%,  14 ,15%,14%,12%,10%,11%,11%,3%,3%,3%,  9 ,18%,12%,12%,12%,2%,2%,13%,0%,24%,13%,  11 ,  16 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Total,Pymes,81%,54%,71%,39%,13%,13%,13%,  49 ,22%,57%,7%,36%,7%,  25 ,36%,2%,2%,23%,19%,19%,7%,7%,7%,  16 ,43%,0%,0%,0%,5%,5%,12%,23%,33%,0%,  10 ,  25 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Total,Grandes,100%,77%,99%,99%,98%,100%,49%,  90 ,48%,99%,87%,62%,75%,  73 ,98%,99%,93%,98%,79%,10%,10%,64%,75%,  69 ,88%,32%,12%,77%,43%,43%,44%,98%,98%,20%,  54 ,  72 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,24%,62%,16%,7%,2%,2%,2%,  22 ,22%,13%,2%,8%,2%,  11 ,8%,4%,2%,5%,3%,3%,2%,2%,2%,  4 ,10%,2%,2%,2%,1%,1%,5%,0%,10%,2%,  3 ,  10 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,21%,63%,14%,6%,2%,2%,2%,  21 ,22%,11%,1%,7%,1%,  10 ,7%,4%,2%,5%,0%,0%,1%,1%,1%,  2 ,8%,2%,2%,2%,1%,1%,4%,0%,9%,2%,  3 ,  9 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,100%,74%,97%,97%,97%,100%,47%,  88 ,43%,97%,85%,61%,62%,  68 ,97%,97%,91%,97%,77%,12%,10%,47%,62%,  67 ,79%,32%,11%,74%,47%,47%,40%,94%,94%,19%,  53 ,  69 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,100%,100%,100%,100%,100%,100%,40%,  94 ,49%,100%,100%,63%,90%,  79 ,100%,100%,90%,100%,90%,8%,10%,80%,90%,  73 ,100%,20%,9%,90%,50%,50%,50%,100%,100%,20%,  57 ,  76 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,100%,76%,100%,100%,100%,100%,62%,  91 ,63%,100%,100%,63%,81%,  81 ,100%,100%,95%,100%,71%,14%,10%,91%,81%,  70 ,88%,38%,21%,67%,43%,43%,44%,100%,100%,20%,  55 ,  75 
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,100%,90%,100%,100%,90%,100%,40%,  91 ,43%,100%,70%,63%,90%,  71 ,100%,100%,100%,100%,90%,2%,10%,60%,90%,  72 ,100%,20%,7%,70%,35%,35%,50%,100%,100%,20%,  51 ,  71 
2015,Region Atlantico,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Construccion,Total,Total,74%,26%,56%,56%,19%,19%,19%,  42 ,22%,45%,6%,28%,6%,  21 ,28%,2%,10%,19%,0%,0%,6%,6%,6%,  9 ,34%,0%,0%,0%,4%,4%,5%,49%,3%,0%,  10 ,  20 
2015,Region Atlantico,Sector Secundario,Construccion,Total,Micros,70%,16%,50%,50%,17%,17%,17%,  37 ,22%,40%,5%,25%,5%,  19 ,25%,0%,9%,17%,0%,0%,5%,5%,5%,  8 ,30%,0%,0%,0%,4%,4%,0%,43%,2%,0%,  8 ,  18 
2015,Region Atlantico,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Terciario,Total,Total,Total,57%,47%,46%,35%,15%,15%,12%,37,33%,38%,8%,23%,8%,22,25%,14%,10%,19%,12%,11%,4%,7%,8%,13,28%,7%,6%,8%,5%,5%,12%,15%,15%,5%,10,21
2015,Region Atlantico,Sector Terciario,Total,Total,Micros,49%,44%,41%,29%,10%,10%,10%,  32 ,31%,33%,4%,20%,4%,  19 ,20%,7%,2%,14%,9%,9%,4%,4%,4%,  9 ,24%,5%,5%,5%,3%,3%,7%,8%,9%,5%,  7 ,  17 
2015,Region Atlantico,Sector Terciario,Total,Total,Pymes,85%,57%,52%,47%,16%,16%,16%,  48 ,31%,41%,5%,26%,5%,  22 ,26%,22%,24%,17%,10%,10%,5%,5%,5%,  14 ,31%,10%,10%,10%,4%,4%,26%,31%,26%,2%,  15 ,  25 
2015,Region Atlantico,Sector Terciario,Total,Total,Grandes,98%,68%,99%,99%,85%,98%,36%,  85 ,62%,99%,76%,62%,75%,  75 ,98%,93%,87%,98%,68%,46%,10%,64%,74%,  69 ,84%,27%,6%,56%,33%,33%,42%,72%,72%,14%,  44 ,  68 
2015,Region Atlantico,Sector Terciario,Comercio,Total,Total,52%,56%,42%,34%,13%,15%,11%,37,20%,35%,8%,22%,8%,18,24%,8%,8%,17%,21%,18%,4%,8%,8%,15,27%,11%,11%,14%,3%,3%,17%,14%,10%,7%,12,20
2015,Region Atlantico,Sector Terciario,Comercio,Total,Micros,40%,47%,34%,24%,8%,8%,8%,  29 ,18%,27%,3%,17%,3%,  14 ,17%,4%,4%,11%,12%,12%,3%,3%,3%,  9 ,21%,3%,3%,3%,3%,3%,6%,2%,5%,6%,  5 ,  14 
2015,Region Atlantico,Sector Terciario,Comercio,Total,Pymes,99%,93%,67%,67%,22%,22%,22%,  65 ,18%,54%,7%,34%,7%,  22 ,34%,1%,0%,22%,54%,54%,7%,7%,7%,  26 ,40%,55%,55%,55%,5%,5%,64%,55%,9%,8%,  42 ,  39 
2015,Region Atlantico,Sector Terciario,Comercio,Total,Grandes,100%,87%,100%,100%,73%,97%,21%,  86 ,61%,100%,89%,63%,84%,  79 ,100%,97%,89%,97%,73%,7%,10%,81%,84%,  68 ,87%,16%,1%,68%,0%,0%,43%,84%,84%,17%,  40 ,  68 
2015,Region Atlantico,Sector Terciario,Servicios,Total,Total,68%,46%,59%,46%,18%,18%,15%,44,33%,48%,9%,30%,9%,26,32%,22%,13%,23%,8%,5%,6%,8%,9%,14,37%,10%,9%,11%,6%,6%,16%,27%,25%,4%,15,25
2015,Region Atlantico,Sector Terciario,Servicios,Total,Micros,63%,39%,51%,37%,12%,12%,12%,  38 ,31%,41%,5%,26%,5%,  22 ,26%,12%,0%,17%,3%,3%,5%,5%,5%,  9 ,31%,8%,8%,8%,4%,4%,8%,18%,15%,3%,  11 ,  20 
2015,Region Atlantico,Sector Terciario,Servicios,Total,Pymes,86%,75%,86%,78%,26%,26%,26%,  65 ,31%,69%,9%,43%,9%,  31 ,43%,54%,58%,29%,13%,13%,9%,9%,9%,  24 ,52%,12%,12%,12%,7%,7%,48%,62%,60%,3%,  26 ,  37 
2015,Region Atlantico,Sector Terciario,Servicios,Total,Grandes,98%,65%,99%,99%,87%,98%,38%,  85 ,62%,99%,73%,62%,73%,  74 ,97%,93%,86%,98%,67%,11%,10%,61%,73%,  65 ,83%,29%,7%,54%,39%,39%,42%,70%,70%,14%,  44 ,  67 
2015,Region Atlantico,Sector Terciario,Servicios,Transporte y almacenamiento,Total,85%,47%,38%,36%,16%,16%,13%,42,33%,31%,8%,19%,7%,21,21%,7%,11%,15%,6%,3%,4%,7%,7%,9,25%,1%,1%,4%,6%,6%,7%,10%,7%,3%,6,20
2015,Region Atlantico,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,81%,37%,23%,20%,7%,7%,7%,  32 ,31%,18%,2%,11%,2%,  15 ,11%,0%,0%,7%,0%,0%,2%,2%,2%,  3 ,14%,0%,0%,0%,2%,2%,2%,2%,2%,0%,  2 ,  13 
2015,Region Atlantico,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,100%,84%,100%,100%,33%,33%,33%,  77 ,31%,80%,10%,50%,10%,  34 ,50%,16%,45%,33%,16%,16%,10%,10%,10%,  24 ,60%,3%,3%,3%,8%,8%,20%,22%,3%,14%,  13 ,  37 
2015,Region Atlantico,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,100%,88%,100%,100%,100%,100%,47%,  92 ,61%,100%,88%,63%,77%,  77 ,100%,100%,89%,97%,73%,7%,10%,77%,77%,  68 ,94%,12%,1%,71%,68%,68%,47%,100%,100%,20%,  53 ,  73 
2015,Region Atlantico,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,50%,48%,43%,24%,8%,8%,8%,  33 ,31%,34%,4%,21%,4%,  20 ,21%,13%,13%,14%,0%,0%,4%,4%,4%,  8 ,26%,0%,0%,0%,3%,3%,15%,14%,24%,0%,  7 ,  17 
2015,Region Atlantico,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,42%,43%,34%,12%,4%,4%,4%,  26 ,31%,27%,3%,17%,3%,  18 ,17%,0%,0%,11%,0%,0%,3%,3%,3%,  5 ,20%,0%,0%,0%,3%,3%,2%,2%,12%,0%,  4 ,  13 
2015,Region Atlantico,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Atlantico,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,100%,89%,100%,100%,95%,100%,42%,  92 ,53%,100%,95%,63%,79%,  77 ,100%,90%,84%,100%,79%,21%,10%,58%,79%,  69 ,90%,90%,31%,68%,50%,50%,45%,79%,79%,16%,  65 ,  76 
2015,Region Atlantico,Sector Terciario,Servicios,Información y comunicaciones,Total,94%,20%,91%,76%,25%,25%,25%,  56 ,31%,73%,9%,46%,9%,  32 ,46%,14%,0%,30%,6%,6%,9%,9%,9%,  16 ,55%,21%,21%,21%,7%,7%,0%,22%,23%,1%,  19 ,  31 
2015,Region Atlantico,Sector Terciario,Servicios,Información y comunicaciones,Micros,93%,18%,91%,75%,25%,25%,25%,  56 ,31%,73%,9%,45%,9%,  32 ,45%,14%,0%,30%,3%,3%,9%,9%,9%,  15 ,55%,19%,19%,19%,7%,7%,0%,20%,21%,1%,  18 ,  30 
