Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con ciberseguridad,Porcentaje de las empresas con ciberseguridad en plan de implementación,Porcentaje de las empresas con computación en la nube ,Porcentaje de las empresas con computación en la nube en plan de implementación,INFRAESTRUCTURA,Porcentaje de las empresas con sensores/M2M/IOT,Porcentaje de las empresas con sensores/M2M/IOT en plan de implementación,Porcentaje de las empresas con robótica,Porcentaje de las empresas con robótica en plan de implementacion,Porcentaje de las empresas con impresoras 3D,Porcentaje de las empresas con impresoras 3D en plan de implementación,Porcentaje de las empresas con realidad virtual,Porcentaje de las empresas con realidad virtual en plan de implementación,PROCESAMIENTO,Porcentaje de las empresas con Big Data,Porcentaje de las empresas con Big Data en plan de implementación,Porcentaje de las empresas con inteligencia artificial,Porcentaje de las empresas con inteligencia artificial en plan de implementación,Porcentaje de las empresas con block chain,Porcentaje de las empresas con block chain en plan de implementación, DISTRIBUCION , Calculo del Indice 
2017,Region Oriental,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Total,Total,Total,30.2%,6.4%,5.8%,13.9%,15,2.0%,1.1%,1.1%,1.3%,1.3%,7.2%,0.2%,3.2%,2,1.3%,1.5%,0.0%,1.3%,0.5%,1.3%,  1 ,  6 
2017,Region Oriental,Sector Terciario,Total,Total,Micros,27.2%,6.9%,4.8%,10.5%,13,1.5%,0.8%,0.0%,1.5%,1.5%,8.9%,0.0%,2.7%,1,0.6%,1.5%,0.0%,1.5%,0.6%,0.2%,  1 ,  5 
2017,Region Oriental,Sector Terciario,Total,Total,Pymes,44.3%,4.7%,10.1%,22.9%,22,3.7%,1.1%,4.7%,0.9%,1.1%,0.0%,0.9%,5.8%,2,3.5%,1.9%,0.0%,0.0%,0.0%,6.3%,  2 ,  9 
2017,Region Oriental,Sector Terciario,Total,Total,Grandes,17.8%,0.0%,8.9%,61.7%,20,8.8%,8.9%,8.8%,0.0%,0.0%,8.8%,0.0%,0.0%,4,8.8%,0.0%,0.0%,8.8%,0.0%,0.0%,  3 ,  9 
2017,Region Oriental,Sector Terciario,Comercio,Total,Total,34.0%,8.0%,4.0%,16.0%,16,2.0%,0.0%,0.0%,2.0%,2.0%,10.0%,0.0%,2.0%,2,0.0%,2.0%,0.0%,2.0%,0.0%,2.0%,  1 ,  6 
2017,Region Oriental,Sector Terciario,Comercio,Total,Micros,31.1%,8.9%,4.4%,11.1%,15,2.2%,0.0%,0.0%,2.2%,2.2%,11.1%,0.0%,2.2%,2,0.0%,2.2%,0.0%,2.2%,0.0%,0.0%,  -   ,  6 
2017,Region Oriental,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Total,Total,24.9%,4.2%,8.3%,10.9%,13,2.0%,2.5%,2.5%,0.4%,0.5%,3.5%,0.4%,4.8%,2,3.1%,0.8%,0.0%,0.5%,1.1%,0.4%,  1 ,  5 
2017,Region Oriental,Sector Terciario,Servicios,Total,Micros,20.0%,3.3%,5.4%,9.2%,10,0.0%,2.4%,0.0%,0.0%,0.0%,4.6%,0.0%,3.5%,1,1.7%,0.0%,0.0%,0.0%,1.7%,0.6%,  1 ,  4 
2017,Region Oriental,Sector Terciario,Servicios,Total,Pymes,34.0%,6.3%,13.5%,13.8%,18,4.9%,1.4%,6.3%,1.2%,1.4%,0.0%,1.2%,7.7%,3,4.6%,2.5%,0.0%,0.0%,0.0%,0.0%,  1 ,  8 
2017,Region Oriental,Sector Terciario,Servicios,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Total,20.0%,10.0%,10.0%,5.0%,12,0.0%,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.0%,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  4 
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,10.0%,20.0%,10.0%,0.0%,10,0.0%,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  4 
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,30.8%,7.7%,23.1%,7.7%,19,0.0%,0.0%,0.0%,7.7%,0.0%,7.7%,0.0%,0.0%,1,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,  1 ,  7 
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,47.4%,5.3%,15.8%,15.8%,23,5.3%,5.3%,5.3%,0.0%,0.0%,0.0%,0.0%,15.8%,3,10.5%,0.0%,0.0%,0.0%,5.3%,0.0%,  4 ,  10 
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,54.5%,0.0%,9.1%,9.1%,21,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,0.0%,18.2%,1,9.1%,0.0%,0.0%,0.0%,9.1%,0.0%,  5 ,  9 
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,50.0%,0.0%,8.3%,8.3%,19,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,0.0%,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  7 
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,7.7%,0.0%,2,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,  2 ,  1 
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Total,Total,Total,Total,45.0%,6.2%,21.6%,7.9%,23,9.7%,2.1%,2.3%,4.4%,3.5%,6.7%,0.2%,6.3%,4,2.5%,8.4%,2.7%,6.1%,0.7%,12.1%,  4 ,  10 
2017,Antioquia,Total,Total,Total,Micros,34.6%,7.0%,19.3%,7.6%,19,4.1%,0.3%,0.7%,3.8%,4.2%,10.0%,0.0%,9.3%,3,0.6%,6.3%,2.8%,8.4%,0.2%,12.8%,  3 ,  8 
2017,Antioquia,Total,Total,Total,Pymes,55.8%,2.5%,24.1%,8.1%,26,15.4%,2.8%,3.8%,5.5%,2.7%,3.9%,0.0%,3.9%,5,3.8%,10.5%,1.9%,4.3%,0.4%,12.5%,  4 ,  12 
2017,Antioquia,Total,Total,Total,Grandes,45.3%,34.4%,20.7%,9.1%,28,11.2%,13.8%,4.5%,0.0%,4.5%,0.0%,4.5%,0.0%,6,9.4%,8.8%,9.4%,0.1%,8.3%,0.0%,  8 ,  14 
2017,Antioquia,Sector Primario,Total,Total,Total,7.5%,3.8%,22.6%,0.0%,10,0.0%,3.8%,0.0%,3.8%,3.8%,0.0%,0.0%,0.0%,1,3.8%,7.5%,0.0%,0.0%,0.0%,0.0%,  2 ,  4 
2017,Antioquia,Sector Primario,Total,Total,Micros,0.0%,9.1%,18.2%,0.0%,7,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,0,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,  1 ,  3 
2017,Antioquia,Sector Primario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Total,10.0%,5.0%,30.0%,0.0%,13,0.0%,5.0%,0.0%,5.0%,5.0%,0.0%,0.0%,0.0%,2,5.0%,10.0%,0.0%,0.0%,0.0%,0.0%,  2 ,  6 
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Micros,0.0%,9.1%,18.2%,0.0%,7,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,0,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,  1 ,  3 
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Total,Total,Total,35.9%,10.6%,21.7%,4.2%,20,15.2%,3.0%,1.0%,5.4%,5.2%,3.2%,1.0%,4.2%,5,3.1%,1.1%,3.1%,0.0%,2.0%,1.1%,  2 ,  9 
2017,Antioquia,Sector Secundario,Total,Total,Micros,9.7%,14.6%,10.1%,7.3%,10,3.3%,2.8%,0.0%,3.7%,7.0%,7.3%,0.0%,3.3%,3,3.7%,0.0%,0.0%,0.0%,0.0%,3.7%,  1 ,  5 
2017,Antioquia,Sector Secundario,Total,Total,Pymes,44.8%,8.5%,23.5%,3.3%,23,19.5%,1.7%,0.0%,6.9%,3.5%,1.7%,0.0%,5.2%,5,0.0%,0.0%,1.7%,0.0%,1.6%,0.0%,  1 ,  10 
2017,Antioquia,Sector Secundario,Total,Total,Grandes,63.1%,11.9%,50.0%,0.0%,36,25.0%,13.1%,11.9%,0.0%,11.9%,0.0%,11.9%,0.0%,13,25.0%,13.1%,25.0%,0.0%,11.9%,0.0%,  17 ,  22 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Total,28.1%,12.5%,20.3%,4.7%,18,7.8%,3.1%,0.0%,7.8%,4.7%,4.7%,0.0%,4.7%,4,3.1%,1.6%,3.1%,0.0%,0.0%,1.6%,  2 ,  8 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Micros,4.2%,16.7%,8.3%,8.3%,9,0.0%,0.0%,0.0%,4.2%,4.2%,8.3%,0.0%,0.0%,1,4.2%,0.0%,0.0%,0.0%,0.0%,4.2%,  1 ,  4 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Pymes,38.9%,11.1%,25.0%,2.8%,22,11.1%,2.8%,0.0%,11.1%,5.6%,2.8%,0.0%,8.3%,5,0.0%,0.0%,2.8%,0.0%,0.0%,0.0%,  1 ,  9 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,18.8%,0.0%,18.8%,6.3%,13,12.5%,0.0%,0.0%,6.3%,0.0%,6.3%,0.0%,6.3%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  5 
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,27.3%,0.0%,27.3%,0.0%,16,18.2%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,9.1%,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  7 
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,23.1%,38.5%,30.8%,15.4%,27,7.7%,0.0%,0.0%,0.0%,7.7%,7.7%,0.0%,0.0%,3,15.4%,0.0%,7.7%,0.0%,0.0%,0.0%,  6 ,  12 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,46.2%,7.7%,15.4%,0.0%,20,7.7%,0.0%,0.0%,7.7%,7.7%,0.0%,0.0%,0.0%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  8 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Total,55.2%,6.9%,24.1%,3.4%,26,34.5%,0.0%,3.4%,0.0%,6.9%,0.0%,3.4%,3.4%,10,3.4%,0.0%,3.4%,0.0%,6.9%,0.0%,  3 ,  13 
2017,Antioquia,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Pymes,56.5%,4.3%,21.7%,4.3%,25,34.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7,0.0%,0.0%,0.0%,0.0%,4.3%,0.0%,  1 ,  11 
2017,Antioquia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Total,Total,Total,48.7%,5.0%,21.5%,9.1%,24,8.5%,1.8%,2.7%,4.2%,3.0%,7.8%,0.0%,7.1%,4,2.3%,10.4%,2.6%,7.9%,0.3%,15.4%,  4 ,  11 
2017,Antioquia,Sector Terciario,Total,Total,Micros,39.2%,5.9%,20.6%,7.8%,21,4.3%,0.0%,0.8%,3.7%,3.8%,10.6%,0.0%,10.4%,3,0.2%,7.1%,3.3%,9.8%,0.2%,14.5%,  4 ,  9 
2017,Antioquia,Sector Terciario,Total,Total,Pymes,62.0%,0.3%,24.1%,10.3%,28,14.4%,3.0%,5.4%,5.2%,2.3%,4.9%,0.0%,3.5%,5,5.2%,15.1%,2.0%,6.2%,0.0%,17.9%,  5 ,  13 
2017,Antioquia,Sector Terciario,Total,Total,Grandes,33.5%,51.3%,3.4%,15.6%,24,3.1%,15.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0.0%,3.1%,0.0%,0.2%,6.5%,0.0%,  2 ,  9 
2017,Antioquia,Sector Terciario,Comercio,Total,Total,48.3%,6.9%,24.1%,13.8%,26,10.3%,0.0%,3.4%,6.9%,3.4%,10.3%,0.0%,6.9%,5,3.4%,10.3%,3.4%,13.8%,0.0%,24.1%,  6 ,  12 
2017,Antioquia,Sector Terciario,Comercio,Total,Micros,42.1%,5.3%,21.1%,10.5%,22,5.3%,0.0%,0.0%,5.3%,5.3%,15.8%,0.0%,10.5%,4,0.0%,5.3%,5.3%,15.8%,0.0%,21.1%,  5 ,  10 
2017,Antioquia,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Total,Total,49.1%,3.1%,18.8%,4.2%,22,6.6%,3.7%,2.0%,1.3%,2.6%,5.2%,0.0%,7.3%,3,1.1%,10.4%,1.8%,1.8%,0.7%,6.3%,  2 ,  9 
2017,Antioquia,Sector Terciario,Servicios,Total,Micros,34.3%,6.9%,20.0%,3.2%,18,2.6%,0.0%,2.1%,1.1%,1.5%,2.1%,0.0%,10.1%,2,0.5%,10.1%,0.0%,0.0%,0.5%,3.6%,  1 ,  7 
2017,Antioquia,Sector Terciario,Servicios,Total,Pymes,59.2%,0.4%,18.7%,3.2%,24,9.7%,4.8%,2.0%,1.6%,3.6%,7.8%,0.0%,5.6%,4,1.6%,10.8%,3.2%,3.2%,0.0%,8.7%,  3 ,  10 
2017,Antioquia,Sector Terciario,Servicios,Total,Grandes,68.8%,0.0%,6.9%,32.1%,29,6.4%,31.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3,0.0%,6.4%,0.0%,0.5%,13.4%,0.0%,  4 ,  12 
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Total,27.3%,9.1%,9.1%,0.0%,13,9.1%,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,4,0.0%,0.0%,0.0%,0.0%,0.0%,9.1%,  1 ,  6 
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Micros,27.3%,9.1%,9.1%,0.0%,13,9.1%,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,4,0.0%,0.0%,0.0%,0.0%,0.0%,9.1%,  1 ,  6 
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,60.5%,2.6%,18.4%,10.5%,26,13.2%,5.3%,2.6%,2.6%,2.6%,5.3%,0.0%,5.3%,5,2.6%,5.3%,2.6%,5.3%,0.0%,10.5%,  3 ,  11 
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,66.7%,0.0%,16.7%,6.7%,26,16.7%,6.7%,0.0%,3.3%,3.3%,6.7%,0.0%,6.7%,5,3.3%,6.7%,3.3%,6.7%,0.0%,10.0%,  4 ,  12 
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,
