Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con una estrategia digital específica ,Porcentaje de las empresas abiertas a una transformación digital ,Porcentaje de las empresas que desarrollaron la estrategia y ya esta implementada,Porcentaje de las empresas que desarrollaron la estrategia y esta en proceso de implementacion en 2 años ,Porcentaje de las emrpesas que estan midiendo la transformación digital ,Porcentaje de las empresas que han definido indicadores de desempeño, ESTRATEGIA ,Quien dirigue la estrategia digital de la empresa? ,Quién es el responsable de desarrollar la vision empresarial de los negocios digitales de su organización? , GOBERNANZA ,Porcentaje de las empresas cuyos empleados estan preparados para una estrategia digital ,Porcentaje de las empresas cuyos RRHH son adecuados/suficientes para desarrollar la transfromacion digital , CAPITAL HUMANO , Calculo del Indice 
2017,Eje Cafetero,Total,Total,Total,Pymes,6.2%,8.3%,1.0%,4.4%,8.1%,7.4%,  6 ,15.9%,16.5%,  16 ,5.8%,11.7%,  9 ,  10 
2017,Eje Cafetero,Total,Total,Total,Grandes,0.0%,4.1%,11.7%,4.1%,5.3%,5.3%,  5 ,14.4%,14.4%,  14 ,1.2%,1.2%,  1 ,  7 
2017,Eje Cafetero,Sector Primario,Total,Total,Total,0.0%,0.0%,0.0%,0.0%,5.8%,2.9%,  1 ,8.1%,8.1%,  8 ,2.9%,2.9%,  3 ,  4 
2017,Eje Cafetero,Sector Primario,Total,Total,Micros,0.0%,0.0%,0.0%,0.0%,5.1%,0.0%,  1 ,10.1%,10.1%,  10 ,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Primario,Total,Total,Pymes,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,0.0%,0.0%, - ,0.0%,0.0%, - , - 
2017,Eje Cafetero,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Total,0.0%,0.0%,0.0%,0.0%,6.7%,3.3%,  2 ,9.3%,9.3%,  9 ,3.3%,3.3%,  3 ,  5 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Micros,0.0%,0.0%,0.0%,0.0%,5.3%,0.0%,  1 ,10.5%,10.5%,  11 ,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Pymes,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,0.0%,0.0%, - ,0.0%,0.0%, - , - 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Total,19.4%,16.9%,0.0%,10.2%,15.8%,6.7%,  12 ,33.2%,33.2%,  33 ,12.0%,20.4%,  16 ,  21 
2017,Eje Cafetero,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Pymes,22.8%,14.1%,0.0%,12.6%,12.6%,7.7%,  13 ,35.8%,35.8%,  36 ,12.6%,24.3%,  18 ,  22 
2017,Eje Cafetero,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Total,8.7%,8.7%,0.0%,0.0%,8.7%,0.0%,  5 ,22.6%,22.6%,  23 ,4.3%,8.7%,  7 ,  11 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Pymes,7.1%,0.0%,0.0%,0.0%,0.0%,0.0%,  2 ,21.4%,21.4%,  21 ,0.0%,7.1%,  4 ,  9 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,16.9%,16.9%,  17 ,0.0%,7.7%,  4 ,  7 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Total,Total,Total,5.8%,11.6%,1.2%,1.3%,3.9%,4.1%,  4 ,18.3%,17.9%,  18 ,4.5%,12.1%,  8 ,  10 
2017,Eje Cafetero,Sector Terciario,Total,Total,Micros,11.2%,19.0%,0.0%,0.0%,0.0%,0.0%,  5 ,28.9%,26.7%,  28 ,5.4%,18.0%,  12 ,  15 
2017,Eje Cafetero,Sector Terciario,Total,Total,Pymes,2.2%,7.0%,1.2%,2.4%,7.1%,7.5%,  4 ,11.3%,12.0%,  12 ,4.2%,8.8%,  6 ,  7 
2017,Eje Cafetero,Sector Terciario,Total,Total,Grandes,0.0%,0.0%,12.9%,0.0%,0.0%,0.0%,  3 ,10.3%,10.3%,  10 ,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Total,3.8%,11.5%,0.0%,0.0%,0.0%,0.0%,  2 ,16.2%,14.6%,  15 ,3.8%,7.7%,  6 ,  8 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Micros,7.7%,23.1%,0.0%,0.0%,0.0%,0.0%,  5 ,32.3%,29.2%,  31 ,7.7%,15.4%,  12 ,  16 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Pymes,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,0.0%,0.0%, - ,0.0%,0.0%, - , - 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Total,8.4%,11.6%,2.9%,3.1%,9.2%,9.6%,  7 ,21.3%,22.3%,  22 ,5.4%,18.1%,  12 ,  14 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Micros,19.7%,9.2%,0.0%,0.0%,0.0%,0.0%,  7 ,20.6%,20.6%,  21 ,0.0%,24.3%,  12 ,  13 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Pymes,4.6%,14.5%,2.5%,5.0%,14.7%,15.4%,  8 ,23.3%,24.9%,  24 ,8.6%,18.2%,  13 ,  15 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Grandes,0.0%,0.0%,12.9%,0.0%,0.0%,0.0%,  3 ,10.3%,10.3%,  10 ,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,7.1%,14.3%,0.0%,7.1%,0.0%,7.1%,  5 ,21.4%,21.4%,  21 ,7.1%,14.3%,  11 ,  12 
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,9.1%,9.1%,0.0%,9.1%,0.0%,9.1%,  5 ,18.2%,18.2%,  18 ,9.1%,9.1%,  9 ,  11 
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,8.3%,33.3%,0.0%,8.3%,16.7%,16.7%,  12 ,35.0%,35.0%,  35 ,16.7%,33.3%,  25 ,  24 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,0.0%,30.0%,0.0%,10.0%,20.0%,20.0%,  10 ,40.0%,40.0%,  40 ,20.0%,30.0%,  25 ,  25 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,10.0%,20.0%,0.0%,10.0%,10.0%,10.0%,  9 ,20.0%,20.0%,  20 ,0.0%,20.0%,  10 ,  13 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,10.0%,20.0%,0.0%,10.0%,10.0%,10.0%,  9 ,20.0%,20.0%,  20 ,0.0%,20.0%,  10 ,  13 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Total,0.0%,19.8%,11.1%,0.0%,2.6%,1.6%,  5 ,38.3%,36.7%,  38 ,0.0%,7.7%,  4 ,  15 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Micros,0.0%,22.0%,0.0%,0.0%,2.5%,0.0%,  3 ,41.6%,41.6%,  42 ,0.0%,0.0%, - ,  15 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Pymes,0.0%,16.2%,18.8%,0.0%,0.0%,0.0%,  5 ,35.0%,32.4%,  34 ,0.0%,12.9%,  6 ,  15 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Total,0.0%,21.0%,0.0%,0.0%,7.0%,0.0%,  3 ,21.0%,21.0%,  21 ,0.0%,0.0%, - ,  8 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Pymes,0.0%,21.0%,0.0%,0.0%,0.0%,0.0%,  2 ,21.0%,21.0%,  21 ,0.0%,0.0%, - ,  8 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Total,0.0%,25.4%,0.0%,0.0%,8.5%,0.0%,  4 ,25.4%,25.4%,  25 ,0.0%,0.0%, - ,  10 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Total,0.0%,21.8%,14.3%,0.0%,2.1%,2.1%,  6 ,45.5%,43.6%,  45 ,0.0%,9.9%,  5 ,  18 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Total,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,,,,,,,,,,,,,,
